,company,job_title,job_descr,time_of_scrape,job_search_term,job_location,salary_from_page_source_as_stated,salary_from_page_source_conv_hourly,salary_from_page_source_time_period,Num_reviews,Loc_from_title,date
338,GSK,Genomic Data Scientist,Site Name UK Hertfordshire Stevenage USA Pennsylvania Upper Providence Posted Date Nov 12 2020 We are seeking a genomic data architect with interdisciplinary experience including a track of supporting innovative high quality research by managing and modelling large volume of genetic and genomic data and result in a distributed database and analytical environment GSK aim to improve the number of successful late stage clinical trial for innovative medicine by both identifying and advancing drug target that have strong evidence of a causal role in disease biology The Human Genetics team leverage major scientific and technological advance including investment in biobanks linked to large-scale human health database informatics platform breakthrough understanding of biological pathway functional genomics capability built upon rapid progress in and leading industry-academia partnership in order to identify the best target and evaluation of target through their life in the pipeline The successful candidate will work in a and scientifically driven environment interacting with GSK scientist and key to advance drug and clinical development in multiple disease area This research will leverage industry-leading data resource to address important drug and development challenge to directly impact GSK s R D pipeline and to publish in top scientific journal The selected Genomic Data Architect will Develop and maintain a robust data platform to efficiently house and represent critical human genetic genomic and clinical phenotypic data to inform target selection and validation decision across a range of disease area Leverage the opportunity and efficiency afforded by access to hybrid distributed ecosystem of database technology Participate closely with GSK genetics analyst and data scientist data structure to enable novel genetic analysis leveraging large volume of data on modern storage platform Be responsible for monitoring data integrity and security and addressing database issue that arise Why you Basic Qualifications We are looking for professional with these required skill to achieve our goal Masters or equivalent experience in genetics bioinformatics or related life science application Experience with genetic and genomic data type including public genetic database and result data from high-throughput genetic assay e g UK Biobank Gnomad etc 5 year of experience data architecture design and familiarity with application of FAIR principle Hands-on maintenance of database system and data manipulation using SQL working within a POSIX CLI environment Experience with distributed database technology e g the Apache Hadoop Hive ecosystem Experience with management of large volume of a variety of genetic genomic data and result Preferred Qualifications If you have the following characteristic it would be a plus Ability to discus genomic data type and analysis used in early target Experience with data and or result specifically from large scale genetic association study e g GWAS or PheWAS or large scale functional genomic data Experience longitudinal human clinical phenotype data e g from electronic health or clinical trial Why GSK Our value and expectation are at the heart of everything we do and form an important part of our culture These include Patient focus Transparency Respect Integrity along with Courage Development and Teamwork As GSK focus on our value and expectation and a culture of innovation performance and trust the successful candidate will demonstrate the following capability Agile and distributed decision-making using evidence and applying judgement to balance pace rigour and risk Managing individual and team performance Committed to delivering high quality result challenge focusing on what matter execution Implementing change initiative and leading change Sustaining energy and well-being building resilience in team Continuously looking for opportunity to learn build skill and share learning both internally and externally Developing people and building a talent pipeline Translating strategy into action narrative motivating others setting objective and delegation Building strong relationship managing trusted stakeholder relationship internally and externally Budgeting and and financial acumen GSKGeneticsLI-GSK If you require an or other assistance to apply for a job at GSK the GSK Service Centre at 1-877-694-7547 US Toll Free or Show phone number outside US GSK is an Equal Opportunity Employer and in the US we adhere to Affirmative Action principle This ensures that all qualified applicant will receive for employment without regard to national origin religion sex pregnancy marital status sexual orientation gender identity expression age disability genetic information military veteran status or any other federal state or local protected class Important notice to Employment business Agencies GSK doe not accept referral from employment business and or employment agency in respect of the vacancy posted on this site All employment business agency are required and general procurement human resource department to obtain prior written authorization before referring any candidate to GSK The obtaining of prior written authorization is to any agreement verbal or written between the employment business agency and GSK In the absence of such written authorization being obtained any action undertaken by the employment business agency shall be deemed to have been performed without agreement of GSK GSK shall therefore not be liable for any fee arising from such action or any fee arising from any referral by employment business agency in respect of the vacancy posted on this site Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional a defined by the law of the state issuing your license GSK may be required to capture and report expense GSK incurs on your behalf in the event you are afforded an interview for employment This capture of applicable transfer of value is necessary to ensure to all federal and state US Transparency requirement For more information please visit GSK s Transparency Reporting For the site ,Tue Nov 24 13:24:22 2020,"title:(data, scientist)",,,,,4415.0,Stevenage,2020-11-24
339,Public Sector Resourcing,Data Scientist (Inside IR35),Data Scientist x5 Inside IR35 Ref PIP0002397Remote Technology Start ASAP Duration 6 monthsJob descriptionWe are currently searching for experienced Data Scientists that we will be recruiting for on behalf of the NHS for a These role can be worked fully remotely Imagine having a talent benefit someone you ve never met and solve problem you didn t even know Well you do and you can And we re here to help you do just that At PSR we are the go-to place for and temp for a rich variety of civil service role As a Data Scientist you will to wrangle data and create calculation shared module and visualisationsDeliver dashboard product to a range of stakeholdersSupport the analytics team with the development of analytical approach to analysing dataSupport the assessment response team by providing current data information and analysis Develop access to new data source and information through engagement with research academia and wider government and private sector organisationsSuccessfully manage your time working at pace to progress task accurately and manage expectation from customer and senior People skill to develop good working relationship internally and externally to the culture and development of the data team You ll have Experience of developing robust repeatable dashboard that are user friendly for le technical customersExperience in Quality Assurance and Data ValidationExperience in Python and the use of Jupiter NotebookExperience of working on AWS platformsAbility to manipulate and define data feature select appropriate tooling algorithm and approach and understand the significance of resultsIf this sound like you and you would be interested in being added to our pipeline please click the link to apply and speak to one of our PSR team now In applying for this role you the following this role fall in scope of the Off Payroll Working in the Public Sector legislation Any rate of payment quoted will reflect the gross rate per day for the assignment and will be subject to appropriate tax and As such the payment to the and your resulting from will be different Reference ID PIP0002397Contract length 6 monthsApplication Deadline 26 11 2020Job Types Full-time ContractBenefits Work from to FridayExperience AWS 2 year 3 year Sector 1 year remotely Yes always ,Tue Nov 24 13:24:28 2020,"title:(data, scientist)",,,,,13.0,Home Based,2020-11-24
340,Nicholson Glover Consulting,Data Scientist,We are working with an FTSE250 global financial powerhouse who is looking to hire a Data Scientist The Company Founded over 100 year ago this financial are in the FTSE250 Operating in over 40 market worldwide across 5 They are one of the biggest financial in the UK and turnover more than 10bn per year The Opportunity Data Scientist At they are developing state-of-the-art Machine Learning solution on huge amount of data They are looking for an experienced and skilled Data Scientist who can apply inventive Machine Learning approach to real-world challenge in Financial Services You will use data mining statistical technique and machine learning to create solution for business challenge And help build the best solution architecture standard and best practice for machine learning The Candidate Desirable Skills At least 1 year experience with data manipulation and ML Hands-on experience in scripting language Python and R An MSc MEng science mathematics statistic machine learning ,Tue Nov 24 13:24:33 2020,"title:(data, scientist)",,,,,,London,2020-11-24
341,SoCode,Data Scientist - Machine Learning,Data Scientist Up to 80K benefit SoCode have partnered with a globally renowned machine learning focused organisation a theEC2N to develop their award-winning fraud detection and anti-money laundering software have been rated a one of the top 100 globally and have won multiple award for their technology and management After recently receiving around 30M in funding they require exceptional data scientist and work a part of the established anti money laundering team in central London This role will have you Processing and modelling large data setsWorking with business to help them understand their data in relation to machine learning and modellingDevelopment of statistical model and algorithm applying analytical theory to real world problem on large and dynamic data setsProvide input into future data science strategy and the further development of productsWorking with development team to enhance the analytical infrastructureDeveloping an understanding of industry data structure and process Essential Experience STEM Degree from a top universityExperience applying ML algorithm to real world dataExperience implementing statistical model and algorithm into softwarePractical experience of handling large diverse data set Desirable Experience Masters PhD What s on offer Extensive benefit packageUpto 90 000Quarterly bonus scheme This is a fully remote role until further notice and Interviews will Due to the volume of application we are unable to give on individual CV s All relevant candidate will and we offer referral scheme ,Tue Nov 24 13:24:38 2020,"title:(data, scientist)",,90000.0,47.42,Y,,London,2020-11-24
342,Michael Page UK,Data Scientist,About Our Client Large government organisation Job Description Data play a significant role in the overall Product Strategy and Vision for the UC LMA programme which is formed of the following product strand Switch Provide product support to enable operation to safely switch back from July 1st Segmentation For who and at what pace protecting payment timeline Help understand their caseload characteristic and to support labour market activation Case-loading How can we effectively support our to manage understand and prioritise their caseload and use of data Use our evolving segmentation and caseload understanding to drive providing MI Build data tool to support manage workload and understand successful or unsuccessful intervention for claimant Finding referring and tracking to provision Kickstarter Find and refer Provide discrete labour market tool in response to evolving priority and providing data on from provision For example matching vacancy to skill and goal such a find my builder Simplified view for to find information available across government that will help their claimant get new skill training in order to access the labour market Technical Skills required This should also include the Levels of skill you require This appointment is expected to form an initial part of a longer term programme of work therefore significant progress is expected to made against the following deliverable on some case dependent upon prioritisation of development effort 1 Co-design a to-do to capture relevant and high quality data to develop a metric for measuring closeness to the labour market 2 Design option for a metric of labour market and work with to define the business case and source the data to create these metric 3 Design to establish an MVP measure of closeness to the labour market how labour market depend on it and the interaction with the intended labour market journey initially two distinct journey 4 Identify and source other relevant data asset to augment a labour market clustering 5 Deliver MVP on how to segment our caseload into journey and carry out a first iteration labour-market clustering In addition to the listed above the successful candidate in role is expected to have identified and established close working relationship with other data-led Labour Market project within Working Age within the Department and across wider government and Experience Experience defining and delivering innovative data-driven solution on large data set including identifying and gathering disparate data extensive data manipulation iteration of analytical technique and visualisation of the result Experience across an organisation on a transformational programme of data-led activity An understanding of UCFS datasets and experience working in the area of Labour Market is beneficial but not essential Other Capable of tackling challenging problem that are often unknown or very loosely with a passion and curiosity to ask great question to truly understand what s going on and experience translating analysis into actionable when there are no Strong stakeholder management skill and experience working with stakeholder across all grade and working with internal external stakeholder to deliver result Confident written and with the ability to idea in way to senior technical and non-technical audience Comfortable with Agile methodology and ability to manage diverse project with changing user The Successful Applicant Successful candidate will be SC cleared data scientist with experience in the public sector What s on Offer Good salary good team and secure project Contact Thomas Trotman Quote job ref JN-112020-1241415 Show phone number ,Tue Nov 24 13:24:44 2020,"title:(data, scientist)",,,,,327.0,London,2020-11-24
343,Opus Recruitment Solutions,Lead Data Scientist,Lead Data Scientist London Retail My Client are an award winning furniture retailer who specialise in bridging the gap between unique designer and customer As they enter into their next phase of growth they are looking to grow out their Data Science and Analytics function and are looking for a proven Lead Data Science to guide them through this transition Role They are looking for someone who can take and drive the data science capability of the Analytics team As their Lead Data Scientist you will be mentoring a team of data scientist and analyst who will focus on the delivery of the business impact through scalable production ready data solution machine learning data pipeline and advanced visualisation Initial area of responsibility will include You will define and support the research and analytical process that will deliver rigorous business insight You will be responsible for advanced statistical and machine learning modeling in various area of the business You will have previous experience developing data driven analytical tool You will build model that can be used reliably for automation You will responsible for presenting your finding to senior management to drive the decision making Mentor the team of data scientist and analyst ensuring both team and individual Requirements Demonstrated team lead or management experience Proven hands-on experience implementing data analytic solution using SQL Python and R Advanced of statistical and machine learning technique time series forecasting product classification problem Ability to initiate and drive analytic project from inception to delivery and productionize and automate in cloud and engineering platform solution such a AWS Experience in retail marketing ecommerce or digital advertising Google Analytics Premium and Google BigQuery If your email me your latest CV and a time that is best to reach you otherwise apply ,Tue Nov 24 13:24:50 2020,"title:(data, scientist)",,90000.0,47.42,Y,8.0,London,2020-11-24
344,CK Group,Data Scientist,CK Group are recruiting for a Data Scientist to join a biopharmaceutical organisation at their research facility located in Slough This position is temporary for 1 year with the potential of extension The Company Our client is a global whose medicine treat thousand of patient around the world who live with severe disease Salary Up to 40 per hour Ltd Umbrella Location This role is located on a well-established biopharma R D facility based in Slough There are good transport link whether you drive or even use public transport Slough is a great place to live and work and is from Reading Oxford and London 1-2 day home working would also be offered for the right candidate Data Scientist Role As a Data Scientist you will be responsible for harnessing big data from and clinical setting to drive translational decision-making in the development of new medicine Your main duty will be to Affect new target identification target validation biomarker and patient stratification using omics data Establish analytical workflow and develop AI methodology for integrative analysis of poly-omic data and biological Process analyse and interpret data from omics study across the portfolio Affect new target identification target validation biomarker and patient stratification using omics data Establish analytical workflow and develop AI methodology for integrative analysis of poly-omic data and biological Process analyse and interpret data from omics study across the portfolio Your Background The ideal candidate for this role will have the following qualification skill and experience PhD or equivalent experience A thorough understanding of in statistic data mining and visualization of biological data type and the standard tool used in these domain Expertisein integrative analysis of multiple omic data type including advanced statistical and machine learning deep learning method Experience of operating in a HPC Unix environment and or pipelining platform and proficiency Apply For more information or to apply for this Data Scientist position Steve Lord on Show phone number or email quoting job ref 48736 It is essential that applicant hold entitlement to work in the UK ,Tue Nov 24 13:24:55 2020,"title:(data, scientist)",,40.0,40.0,H,6.0,Slough,2020-11-24
345,Aviva,Lead Data Scientist,An exciting opportunity ha arisen in our high-profile data science team which is helping shape the future of insurance at Aviva through analytics The insurance industry is evolving in an age of rapid technological development and a an organisation Aviva are investing in data science machine learning and advanced analytics a a distinctive capability The UK team is a a centre of excellence in our Global Data Science Practice providing new data-driven insight that improve decision making across the Aviva Group This role will be within Commercial Analytics and a such will have a broad range of focus point we are looking for creative and innovative people who can apply the science engineering statistic and machine learning technique to our market leading big-data asset to improve our decision making capability across our General Insurance business As well to our Award-winning project across the UK and the world you will be expected to play a significant role in our Research and Development agenda improve our data science capability The role will involve working closely with a variety of internal and external stakeholder in all area of the business and you will play a key role in understanding the business priority and maximising the use of our insight Duties Responsibilities Understanding business problem within the Data Science team Identifying Exploring and Transforming Data for Data Science task Researching Designing and Building model to solve key business problem Testing and Validating model performance Presenting solution to data science team and internal customer Assisting with the development of in-house application Skills Experience required Strong numerical and or data ability is essential Experience of working with R Shiny or similar would be beneficial Experience in at least one programming language e g Python SQL R C SAS is desirable Degree MSc PhD in either Mathematics Sciences Computer Science Machine Learning or similar is desirable Able with multiple team within our Data Science practice and the wider business Proficiency in statistical modelling and machine learning technique e g k-means decision tree neural network and ensemble learning is advantageous Experience of building and deploying analytical solution would be beneficial What will you get for this role Salary of 24 300 35 000 depending on skill experience and qualification Generous pension scheme Annual performance related bonus and pay review Holiday allowance of 29 day plus bank holiday and the option to buy sell up to 5 additional day Up to 40 for some Aviva product through My Aviva Extras plus for Friends and Family Some exclusion apply Excellent range of flexible benefit to include a matching share save scheme Working at Aviva At Aviva we re people with a purpose To be with you today for a better tomorrow We bring this to life by ensuring managing risk is at the heart of the way we all work We love people who do the right thing for our customer and We want people who speak up who take responsibility and who make good decision The way we do this is important too We always Care More It s our thing We re all about our people that s you so we can be pretty flexible If you want to work from home some of the time or change your hour so you can pick up your kid or care for someone in your family we re very open to that In fact we don t advertise role a either part or full time because we know each person ha different just a each business area ha different So it s up to you to discus working hour during your interview We care deeply about being inclusive and that mean we application from people with diverse background and experience We want our employee to bring their whole self to work and that start with you We interview every disabled applicant that meet the minimum criterion for the job Once you ve please send u a separate email stating that you have a disclosed disability and we ll make sure we interview you We d love it if submit your application online If you require an alternative method of applying please give Alice Neal a call on Show phone number or send an email to As defined in The Equality Act 2010 By minimum criterion we mean you should provide u with evidence which demonstrates that you generally meet the level required and have the qualification skill or experience defined a essential to perform the role ,Tue Nov 24 13:25:01 2020,"title:(data, scientist)",,,,,1176.0,Norwich,2020-11-24
346,Paramount Recruitment Ltd,Genomics Data Scientist,Genomics Data Scientist London The successful candidate will provide high calibre bioinformatics research support to external researcher and industrial partner by enabling analysis facilitating access to datasets and ensuring optimal use of the Genomics England Research Data Centre The post holder understands our datasets and how to analyse clinical and genomic data and use tool and service to realise the maximum value from accessing our data Key Include Carrying analysis Provide high service in a variety of project Understanding the of customer academic NHS and industry working with customer to ensure that their scientific project are successful and that they gain value from their interaction with our Research Environment This includes face to face engagement to ass and execution Development of Bioinformatics datasets resource and script that will enable downstream analysis for user of the research environment Continuously scan the scientific literature to identify new approach to genome analysis that can be implemented to improve our capability Collaborating internally a part of squad or team a part of the Research and Ecosystems tribe Know and understand the meaning behind our virtue of Empathy Integrity Focus Connection Curiosity Impact and embody them in all aspect of your role Key Requirements Include A background in statistical genetics statistical bioinformatics Biostatistics or a related strongly quantitative discipline with postdoctoral experience in field related to statistical genetics or genomics Strong statistical analysis skill and experience of bioinformatics research and analytics using large human genomic datasets alongside clinical data skill both written and verbal and excellent facilitation influencing and presentation skill Proven ability with key customer and internal stakeholder from diverse background e g management IT R and D biology bioinformatics Excellent team working skill working a part of matrix team and a part of external team to ensure delivery Experience with cloud-scale data processing and Demonstrated in relevant programming language and application e g R Python and experience of using a suite of bioinformatics tool to problem solve and answer research question Ability to work independently with a high degree of motivation and focus and task priority with minimal supervision Desirable Skills Include Strong publication in a relevant field and a proven ability to stay abreast of development in that field Strong customer-service orientation and proven expertise in partnership working with customer preferably in the scientific pharma industry Experience of technical writing Experience of working in a sharing environment Previous experience of delivering training resource and event Proven understanding of clinical and phenotypic data management and the sensitivity surrounding data Willingness to travel occasionally 15 to meet customer or to attend event to gain market insight There are some great benefit on offer with this role including salary pension generous holiday and more Please do not hesitate Harvey Uppal at or call Show phone number to discus this opportunity further ,Tue Nov 24 13:25:06 2020,"title:(data, scientist)",,,,,,London,2020-11-24
347,Datatech Analytics,Data Scientist,Data Scientist Negotiable Salary Plus Benefits London J11122 Common sense approach to long term REMOTE working A great role ha arisen affording the opportunity to demonstrate analytical and applied Data Science skill You will be responsible for solving business problem and championing the importance of analytics and Data Science These attribute will be utilised by a market leader who break barrier grows in statue Role and Responsibilities Using SQL extract information from a range system Engineer data set in R studio using base R and package Merge data set together Define solution to business problem Develop and test modelsPresent result in an impactful wayUndertake test technique and result in a thorough and accessible wayEnsure that finding are optimized and robustUndertake ad-hoc project a and when priority milestone and allocate resource Qualifications Experience Skills Experience of specialist pricing software of ML model including linear and non-linear modelsExcellent experience in data wrangling High level of numerical accuracy and attention to detail with in-depth statistical skillsExcellent relationship management skillsAbility to pricing marketing and data science theory to clearly and with authority Educated to degree level in a numerate subject Data science Statistical or Robust in R Studio SQL and Microsoft Outlook essential of Python SAS or SPSS advantageousSolid experience in using tool to extract dataAble to acquire relevant information from a variety of sourcesIdentify key issue from a mass of dataSound of data science statistical technique and skill with the ability complex information to non-technical party If you fit the above job description Justin Toomey on Show phone number or email him Please be advised that we can only accept candidate who have the right to work in the UK Alternatively you can refer a friend by taking part in our fantastic referral scheme If you have a friend who would be interested in this role please refer them to u For each relevant candidate that you introduce to u there is no limit and we place you will be entitled to our general gift voucher scheme ,Tue Nov 24 13:25:12 2020,"title:(data, scientist)",,,,,,Wimbledon,2020-11-24
348,Harnham,Senior Data Scientist,Senior Data Scientist London 95 000 105 000 benefit Harnham are working exclusively with a Private in London who are in the process of building a Data Science and Engineering capability have an impressive Founding Team who hold a strong reputation within Data Analytics and Private Equity and are now in the process of significant growth for the next 12 month As a business model they will look to who hold significant potential and through the use of Data Science and Engineering unlock significant value over a number of year to help improve how operates a well a how performs As a Data Scientist in this team you will be responsible for identifying key area of improvement within an organisation scoping out problem through a data science lens and through the use of advanced technique it will be your job to deliver multiple key initiative to drive business performance and revenue The Role Senior Data Scientist You will be Working on multiple engagement within portfolio across various different industry sector Delivering key Data Science initiative to help drive business operation and performance Building end-to-end machine learning solution a well a driving key strategic insight you will be a full-stack data scientist Working alongside a world class team of Data Scientists and Data Engineers from junior through to Principal Director level Translating business challenge them into clear insight which create value Experience Senior Data Scientist You will have An M Sc or Ph D in Machine Learning Statistics Applied Mathematics Computer Science Engineering etc Experience using Python is a must of Spark Kafka AWS Docker Kubernetes is desirable A strong of statistical machine learning model applied to real-world problem A keen interest in problem solving and using scalable machine learning to solve the biggest data-related problem is important A strong interest in working across a variety of different industry sector and problem area BENEFITS Up to 105 000 base salary Competitive bonus Private Medical 25 day annual leave The opportunity to join a world-class and growing team HOW TO APPLY Please register your interest by sending your CV via the Apply link on this page For further detail or to enquire about other role Nick Mandella at Harnham ,Tue Nov 24 13:25:17 2020,"title:(data, scientist)",,105000.0,55.32,Y,9.0,London,2020-11-24
349,Jewels Recruitment,Senior Data Scientist/ Machine Learning Developer,I am seeking experienced Machine Learning Data Scientists to work within a stable and well-known E-Commerce platform brand who are a large player in UK making their way in many industry such a Travel Financial product Energy Automotive and E-Commerce With office across Europe this economically not only offer you the stability of a and successful brand but offer the advantage of working under an umbrella impacting different area within the business meaning that each individual team department is a specialist within their own market Experience Required Seeking skill in Python 3-4 year hands-on data science machine learning experience Good academic background in Computer Science Mathematics Physics Data Science etc Passionate Machine learning Data Scientists who are creative in their work Benefits Strong path towards leadership through growing and scaling the team Lots of scope to shape the future of the team moving forward Flexible working hour Young team culture Offices in the heart of London Social event and Working within a new team with modern infrastructure and tool and tech ,Tue Nov 24 13:25:23 2020,"title:(data, scientist)",,,,,,London,2020-11-24
350,GSK,Lead Data Scientist,Site Name UK London Brentford Posted Date Oct 12 2020 Lead Data Scientist ViiV Healthcare ha an important purpose which is to leave no person living with HIV behind We are delivering on this by developing and providing access to innovative HIV medicine which address medical unmet and make HIV a smaller part of people s life If you are a data scientist who is inspired by the opportunity to make a difference to the life of people living with HIV then read on With a stretching plan growth and a part of an ambitious Data and Analytics D A transformation ViiV ha decided to make a significant investment in building advanced analytics capability Key Responsibilities The Lead Data Scientist is for driving the development of analytics model to solve challenging business problem through and value delivery leadership Lead technical aspect of data science and analytics including building evaluating and deploying analytics model and deep dive Champion a broad range of data product to ensure business impact e g multi-channel marketing optimization next best action system and deep-dive visualization Collaborate with team-members review and critical session improve product delivery analytical finding into simple understandable and effective message Use excellent written and digital medium skill across team and engaging and influencing stakeholder within the insight and analytics and Work across discipline to the best solution for the problem at hand including data science and non-data science solution e g rules-based system Continually learn new analytical skill technique and tool to advantage participate in internal external Partner with and influence stakeholder across the ViiV insight analytics space and in the broader Tech organization in the development of the ViiV data architecture and data governance framework Why you Basic Qualifications First and foremost you will be enthusiastic and energised about data and be driven to share that and excitement with others In addition Bachelor s Degree in a STEM subject and experience in a related field i e programming statistic data science OR equivalent experience Data science Mathematics Statistics Information Engineering Computer Science or similar Hands on experience with advanced analytics deep insight and machine learning in environment A passion for writing clean A broad of non-data science solution where appropriate and onboarding temporary developer resource where Proven experience of effective stakeholder management and strong influencing skill Including data visualisation Demonstrated experience mentoring and leading team-mates in statistic and machine learning Core technical skill Strong of data science fundamental OLS RandomForest Logistic regression statistic analytics tool Python Sklearn Pandas SQL Data visualization library Seaborn matplotlib Demonstrated initiative judgment and discretion while handling sensitive information Preferred Qualifications If you have the following characteristic it would be a plus Masters or PhD in a STEM subject and experience in related field i e programming statistic data science OR equivalent experience Data science Mathematics Statistics Information Engineering Computer Science ML AI Bioinformatics or similar Demonstrated experience delivering data product via Azure e g databricks data lake etc Experience in dashboard tool Tableau PowerBI QlikView RShiny of the data landscape in healthcare EHR claim data real world data HEOR data and or Experience in healthcare pharmaceutical Experience in sale and digital marketing analytics Interested in Joining the Team Please apply via our online portal providing your CV and Cover Letter This Advert will remain open until the position is Please take a of the Job Description a this will not be available online post closure of the advert LI-GSK GSKTechTalent Why GSK At GSK we are a science-led global We research and develop a broad range of innovative product in three primary area of Pharmaceuticals Vaccines and Consumer Healthcare Our mission is inspiring and challenging to help people do more feel better and live longer We have a significant global presence operation in more than a network of 86 manufacturing site in and large R D centre in the UK USA Spain Belgium and China WHAT DO WE OFFER At GSK we are all inspired by the difference we make and challenge ourselves every day to improve the life of patient That s why we have created an environment where everyone feel able to to our mission and be proud of what we achieve HOW WILL I BE REWARDED The Total Reward Package offered is Competitive SalaryCompetitive on Target Bonus26-days paid holidayPersonal Healthcare with the option to purchase PensionShare Save SchemesTotal Reward As driven by our value of Patient focus Transparency Respect and Integrity we know inclusion and diversity are essential for u to be able to We want all to thrive at GSK bringing their unique experience ensuring they feel good and to keep growing their career As a candidate for a role we want you to feel the same way As an Equal Opportunity Employer we are open to all talent In the US we also adhere to Affirmative Action principle This ensures that all qualified applicant will receive for employment without regard to national origin religion gender pregnancy marital status sexual orientation gender identity expression age disability genetic information military veteran status or any other federal state or local protected class US only We believe in an agile working culture for all our role If flexibility is important to you we you to explore with our hiring team what the opportunity are Please don t hesitate u if you d like to discus any adjustment to our process which might help you demonstrate your strength and capability You can either call u on Show phone number or send an email As you apply we will ask you to share some personal information which is entirely voluntary We want to have an opportunity a diverse pool of qualified candidate and this information will assist u in meeting that objective and in understanding how well we are doing against our inclusion and diversity ambition We would really appreciate it if take a few moment it Rest Hiring Managers do not have access to this information and we will treat your Important notice to Employment business Agencies GSK doe not accept referral from employment business and or employment agency in respect of the vacancy posted on this site All employment business agency are required and general procurement human resource department to obtain prior written authorization before referring any candidate to GSK The obtaining of prior written authorization is to any agreement verbal or written between the employment business agency and GSK In the absence of such written authorization being obtained any action undertaken by the employment business agency shall be deemed to have been performed without agreement of GSK GSK shall therefore not be liable for any fee arising from such action or any fee arising from any referral by employment business agency in respect of the vacancy posted on this site Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional a defined by the law of the state issuing your license GSK may be required to capture and report expense GSK incurs on your behalf in the event you are afforded an interview for employment This capture of applicable transfer of value is necessary to ensure to all federal and state US Transparency requirement For more information please visit GSK s Transparency Reporting For the site ,Tue Nov 24 13:25:28 2020,"title:(data, scientist)",,,,,4415.0,Brentford,2020-11-24
351,QVC,Senior Data Scientist- (Machine Learning & Advanced Analytics),Keeping million of global customer engaged through entertainment 24 hour a day seven day a week take the insight intelligence and ingenuity of a global team of medium professional We are QVC The world s biggest broadcaster-retailer and the 2nd largest online retailer Always on and on a mission to change the way the world shop Job Description Details Here at QVC UK we are on the search for a talented Data Sceintist and join our growing advanced analystics team in London In this role you will Be responsible for developing model programming data engineering define and create new and advanced analysis technique and approach Be responsible for ensuring the stability and quality of our model In with different stakeholder you define business requirement and the relevant indicator of success You will present result and advise the business on the usability of the result Within the introduction of new method you will take on task in the area of change management with our IT team you define requirement for the technology stack You optimize existing method technology and tool and keep yourself informed about new trend in the market You support the training and onboarding of le experienced data scientist and engineer Requirements A Master degree PhD in Applied Mathematics Physics Statistics or another quantitative discipline Several year of professional experience in data engineering especially with advanced SQL and big data pipeline skill Over 3 year of experience in machine learning with framework such a Scikit-Learn Keras TensorFlow PyTorch Mllib Excellent of analytical technique especially in the field of machine learning and pattern and optimization Experience in the use of Big Data platform Spark Hadoop for large data volume of cloud technology stack AWS GCP Azure and data visualization tool and application Tableau Qlickview PowerBI Very good of at least one scripting language like Python or R platform e g docker Business-oriented presentation concept for a business audience You will simplify workflow complex in a simple way Strong interpersonal written skill LI-ME1 About QVC Inc QVC Inc the expectation of everyone we touch by delivering the joy of through the power of relationship Every day in QVC engages million of shopper in a journey of through an of familiar brand and fresh new product from home and fashion to beauty electronics and jewelry Along the way shopper to interesting personality engaging story and award winning customer service Based in West Chester Pa and founded in 1986 QVC ha more than 17 000 employee and ha retail operation in the U S Japan Germany United Kingdom Italy France and through a joint venture in China Worldwide QVC engages shopper on 14 broadcast network reaching approximately 370 million home seven website and 220 social page to learn more QVC Inc is a wholly owned subsidiary of Qurate Retail Inc NASDAQ QRTEA QRTEB which includes QVC HSN zulily and the Cornerstone brand collectively Qurate Retail Group a well a other minority investment Qurate Retail Group belief in a third way to shop beyond transactional ecommerce or traditional brick-and-mortar store and is 1 in in ecommerce in North America and 3 in in the U S to Internet Retailer For more information visit QVC Q and the Q Ribbon Logo are registered service mark of ER Marks Inc EEO As an equal opportunity employer Qurate Retail Group to a diverse workforce and is to a barrier-free employment process In order to ensure reasonable for individual pursuant to applicable law individual that require in the job application process for a posted position u at for assistance ,Tue Nov 24 13:25:34 2020,"title:(data, scientist)",,,,,1586.0,West London,2020-11-24
