,company,job_title,job_descr,time_of_scrape,job_search_term,job_location,salary_from_page_source_as_stated,salary_from_page_source_conv_hourly,salary_from_page_source_time_period,Num_reviews,Loc_from_title,date
166,Incora,Senior Machine Learning Analyst,Description About the role As part of the Group Innovation function the Data Science team at is focused on providing innovative solution to business problem through the application of advanced analytics machine learning ML The team provides ML based forecast of customer demand for part and develops tool that aid better overall forecasting impact analysis The team is also engaged with stakeholder in our various business domain with a mission to drive data science adoption creating added value within This role involves the application of Machine Learning and advanced data analysis technique to provide innovative solution business problem in various business domain within In the process the role requires the ability to lead multiple data science project right from initial problem statement formulation data exploration transformation to application of ML algorithm and integrating with existing business process and system in a live environment Flexibility to work in other technology and project falling under the broader Innovation function is desirable Senior Machine Learning Analyst will have a great opportunity to work for the biggest provider of Innovative Supply Chain Solutions in Aerospace by joining and well-established Data Science team In addition this role give a unique chance to perform a job in which technology is closely linked with various business aspect and to work on Machine learning and other technology falling under the Innovation function Key Responsibilities Key responsibility Leads the end to end delivery of 2 or more project across business function with project stakeholder Provides data science-based solution to business problem of Manages task assignment of project team member Applies data science and python development skill to develop ML model in diverse business domain such a sale procurement supplier management Forecasting Inventory planning and others Maintaining enhancing the Machine Learning Platform including the extension of forecasting to other business unit and in using machine learning methodology to tackle business issue that require the application of advanced analytics in idea and thought leading towards solution to business problem Essential requirement 2-3 full life cycle project experience in Data Science ML Broad of multiple ML framework algorithm Ability to provide robust technical solution to data science problem Problem solving ability Independently develops production ready script model level of database Relational non-relational in of data science level software development skill in python for data science using best practice quality guideline Degree with or equivalent Microsoft Office including Excel skill Accuracy and attention to detail Strong analytical skill Leadership skill Stakeholder management skill Ability to progress from initial idea to solution development skill Desirable requirement Experience in Forecasting Inventory management Experience in supply chain and or logistics environment Cloud environment What we offer Great opportunity to start your career in aerospace and defence supply chain industry and benefit package Medical Care Holiday Allowance Pre-paid Card for Christmas etc Challenging work in an international environment with highest standard Friendly work environment Possibility with the best expert in talented passionate team We are an equal opportunity employer and application from all suitably qualified person regardless of their race sex disability religion belief sexual orientation or age Vacancy Details Location Longbridge Lane Derby GBR Salary Competitive Closing Date 27 Nov 2020 2 Days invite application from individual or agency on the approved supplier list ,Tue Nov 24 14:14:02 2020,"title:(machine, learning)",,,,,,Derby,2020-11-24
167,AI,Machine Learning Engineer - Product,Company Description We are disrupting the Artificial Intelligence Engineering talent industry with our groundbreaking solution and business idea At AI-Adam we focus on Intelligent and efficient sourcing by using Analytics to Improve Sourcing and help you secure the best talent in the industry Job Description We are hiring for a Machine Learning Product Engineer to join a growing in London A the Machine Learning Product Engineer you will be building and extending production machine learning system at scale based on open source and enterprise product and work with R D and Product team to integrate data science functionality into product feature Required skill A degree or higher level academic background in a scientific or engineering subject science foundation Strong understanding of the data science lifecycle Strong System architecture Familiarity with linux based development Experience architecting applying technology to solve real world challenge Experience delivering production-level client-facing project Nice-to-have Experience with Kubernetes and the ecosystem of Cloud Native tool Experience maintaining deploying machine learning model in production Qualifications null Additional Information null ,Tue Nov 24 14:14:07 2020,"title:(machine, learning)",,,,,,London,2020-11-24
168,Oho Group,Graduate Machine Learning Engineer,Graduate Machine Learning Engineer Leading global are looking for aspiring graduate to scale their machine learning team This is a great opportunity for STEM graduate that themselves a bit of a Techie and that are passionate machine learning technology Role Graduate Machine Learning Engineer The successful candidate will be working across programming language and technology on pioneering project in their space You will be assigned a mentor that will guide you through establishing yourself in project and ensuring necessary support Requirements Graduate Machine Learning Engineer 2 1 in STEM Degree Computer Science Mathematics etc of either Python C Java or Golang Experience with Machine Learning or Computer Vision Evidently passionate about development Offer Graduate Machine Learning Engineer Up to 40 000 Equity Company Benefits ,Tue Nov 24 14:14:13 2020,"title:(machine, learning)",,40000.0,21.07,Y,,London,2020-11-24
169,Robert Walters,Machine Learning / Data Science SME,Machine Learning Data Science SME Model Building Hadoop Scala Python etc 44-57k benefit Northampton Northamptonshire Robert Walters is working alongside a large financial service business based in Northampton to find an experienced Machine Learning Data Science SME to manage huge amount of data and create model for machine learning You will be responsible for model-building and implementation a well a data mining and maintaining machine learning library in a Big Data environment You must have a background in data science and the ability to create and use data model You must also be an a part of your role will be to implement process with system user and train them to use the model efficiently Requirements Strong functional experience in machine learning data science and data modelling Thorough of ML library eg Python DASK LightGBM SHAP MMLSpark Experience of Hadoop and other Big Data product Hands-on query tuning experience in Big Data environment Expert in data mining and data analytics Degree or equivalent qualification in Data Science or related field Experience with Scala Spark or R Language advantageous skill and ability to train others This Machine Learning Data Science SME role is a great opportunity to join a household name in financial service and make your mark on technical landscape for year Machine Learning Data Science SME Model Building Hadoop Scala Python etc 44-57k benefit Northampton Northamptonshire Machine Learning Data Science SME Model Building Hadoop Scala Python etc 44-57k benefit Northampton Northamptonshire ,Tue Nov 24 14:14:18 2020,"title:(machine, learning)",,,,,99.0,Northampton,2020-11-24
170,Zest Scientific,Machine Learning Engineer,Do you have a background in Machine Learning and are seeking new opportunity to have a significant impact on the accessibility of treatment in healthcare Zest Scientific recruitment is partnered with an exciting HealthTech start-up which ha developed an AI driven platform to drastically improve patient pathway We are seeking a Machine Learning Engineer to join a small but innovative engineering team where you will play a pivotal role in the design and development of their technology You will design and implement algorithm and liaise closely with the AI team to ultimately improve patient experience to ensure accessible and affordable healthcare The Candidate A background in software development preferably Machine Learning with experience using Python BSc degree in Computer Science Mathematics or related field with an understanding of Probability and Statistics An enterprising and creative professional with the ability to design and implement key element to the platform Passionate about making a change and playing a significant role in improving the way are diagnosed and Demonstrates a willingness working closely with the AI and Data Science team to help with project delivery The Role Apply Machine Learning to deliver reliable and state-of-the-art technology to ensure the development of the software platform Develop high-quality design and implementation of algorithm with the AI and Data Scientist team Providing software engineering expertise in the design and implementation of AI and Machine Learning prototype and platform with the ability with project plan science fundamental and data modelling to implement and design key AI element to the platform Plan and implement full lifecycle software development ensuring this is in line with project plan and industry standard The Opportunity One of the UK s fastest growing HealthTech start-ups which is revolutionizing patient pathway in healthcare Join an exciting and innovative team of industry leading expert in the mission to provide the highest level of clinical care Remuneration with experience plus benefit Zest Scientific is working to a strict deadline so in order to for this opportunity please apply now and your application will be reviewed ,Tue Nov 24 14:14:24 2020,"title:(machine, learning)",,,,,,Home Based,2020-11-24
171,Arm,Senior Engineer - Machine Learning System Analysis,Show more Arm s Machine Learning group in Cambridge is hiring Would you like to help analyse and improve the latest Machine Learning solution on Arm hardware and software Successful candidate will be working on groundbreaking Arm platform and aiding the development of technology that will power the next generation of mobile apps portable device home automation smart city self-driving car and much more About the role We are a small and diverse team of hardworking system performance analyst We work with team across Arm to understand and guide both internally to Arm Engineering and externally out to Arm partner At Arm you will work with the world s a they build sector-leading product from our design You ll share idea with and learn new skill from the best engineer in the world We work in small team so will make a difference This role offer you the opportunity to lead challenge the status quo and ultimately change the world of machine learning and artificial intelligence We are looking for a software engineer with a strong analytical mindset to join the team and help ensure the best performance with most recent Arm ML software system and IP How will You will run analyse ML performance on next-generation Arm IP and into the software and hardware development team You will produce technical summary for a range of audience based on detailed analysis and interpretation of data You will learn about this new frontier and share this with others across Education Qualifications University degree or equivalent in Computer Science Electronic Engineering or a related field Skills Experience Software development experience in language such a C C or Python essential Passion for analysis and improvement essential Low level software hardware development debug differentiating Experience with working on platform such a RTL simulation emulation or FPGA differentiating about Machine Learning can be a benefit but can be learned on-the-job Interpersonal Skills Capable of working both in team and independently High degree of initiative and problem solver Fluent in English language both written and spoken personable and able to work at a detailed or high level Are you excited by this challenge Do you have the aptitude and skill to forge new technology in a domain If talk to u we d love to hear from you Arm to global talent acquisition offering an attractive relocation package Our Core Beliefs lie at the heart of Arm and represent the essence of our organization and working together they articulate the uniqueness of Arm culture Passion for Progress Innovation that enables our ecosystem Arm and our people to thrive Work with pace and judgment Adapt to circumstance Take risk in support of Arm s progress Be for the decision you make Learn from failure Pursue innovation relentlessly We Not I Collaboration first ego last Start with long-term value to customer and partner and work back from there Collaborate and bring people with you Make the most of all the skill and across Arm share information with those who need it Care about the people around you Be your Brilliant Self Skillful individuality performance and fulfilment Be authentic Seek and embrace curiosity and challenge Give people trust and autonomy show people they can trust you to do brilliant work in pursuit of Arm s goal Arm ha a responsibility to ensure that all employee are eligible to live and work in the UK With office around the world Arm is a diverse organisation of innovative and highly talented professional By enabling a vibrant inclusive meritocratic and open workplace where all our people can grow and we our people to share their to Arm s success in the global marketplace LI-RB1 ,Tue Nov 24 14:14:29 2020,"title:(machine, learning)",,,,,59.0,Cambridge,2020-11-24
172,Beauhurst,Machine Learning Developer,In line with our ambitious growth trajectory we re looking to accelerate progress in our Machine Learning function This is a really exciting opportunity for a Machine Learning Engineer with a ML Ops focus to work on some exciting project and take a lead on shaping the infrastructure around our ML model build new model from scratch hugely to the long-term success of If you have over two year of experience of Machine Learning operation and are eager to make your mark on an innovative industry-leading product with load of potential for growth then read on About u Historically data on the most in the UK ha been severely lacking We believe that great data make for much better decision making so have built a powerful tool to track every in the UK from through to Through of people power and machine learning our searchable platform provides an invaluable picture of the high-growth landscape helping over 1200 professional across 20 different industry invest in understand and partner with these exciting business From recruitment to government body to wealth management firm to big bank our platform offer a wealth of use case and value in vastly different way However the real key to our success is our amazing team Based in the heart of Brixton we re a wonderfully diverse group with a huge mix of individual interest and quirk which we everyone to bring to work Everyone here is extremely passionate about what they do driven to challenge themselves supportive of anyone who it and most importantly ha fun whilst doing it The role Our Development team is responsible for building our Beauhurst platform a well a the various tool used by our internal research team analyse and structure data within the high-growth space in the UK Within this we re looking to expand our Machine Learning capability To do so we need someone to build and improve the infrastructure around our ML model and help develop new model going forward Don t worry though we won t throw you in the deep end Before this we ll help support you through a rigorous training programme where you ll learn all about our and all the software and tool you need to succeed in your role After this your role will include Designing the system and process for hosting and running model in production Designing a building process and refactoring model to fit into this Maintaining old model and upgrading existing one Writing and training brand new model Delivering ad-hoc project in with our long-term strategic plan In the long term this either develop into a role involving mentorship of junior ML engineer or alternatively shift towards specialising more in either Machine Learning or DevOps About you To succeed in this role we re looking for a capable and autonomous Machine Learning Engineer who is excited by the prospect of growing a brand-new function and having a huge impact on the long term development of our product You need to have 2 year of experience in Machine Learning Operations including Hands on experience managing building and updating the infrastructure around machine learning Natural Language Processing Training and writing ML model Technical Expertise in Python A Python Machine Learning Framework Experience that would be really nice to have but not essential BSc in a Comp Science STEM subject Docker AWS Scikit-learn spaCy PyTorch You will ideally be Diplomatic you are able to stick up for your idea without stepping on people s toe Collaborative you enjoy working in a idea and supporting others Proactive you like working autonomously and like spotting how to do thing better Reactive and flexible you don t need a super streamlined process to do your work and are happy to adapt to change Good time management you re able to prioritise and work deadline User you re happy to adapt the model you build from user Laidback easy-going and nice Our offer We re offering salary of 45-55k DoE a well a Training Regular ML training regular personal development opportunity Socials Drinks every Friday office away day and regular team event Options Substantial option scheme so you can share in the growth you help create Snacks Unlimited supply of fruit nut tea Talks Interesting speaker in the office Books You can order any relevant book you like along to our book club evening Wellbeing and in-office massage Travel loan Rail season ticket loan and cycle to work scheme Other perk cinema ticket online gym class and other voucher Apply To apply please submit the following An updated CV letter telling u why you want this role and what you like about Beauhurst specifically Answers to of screening Qs below Please note that application with letter or a letter will be automatically ,Tue Nov 24 14:14:35 2020,"title:(machine, learning)",,,,,,London,2020-11-24
173,CGG,Machine Learning Engineer Internship (6 months) 2021,A Technology Company with a Passion for Innovation CGG is a pioneering Technology Company providing world-class fully integrated Geoscience service within the global energy sector We employ in excess of 5 300 people worldwide who bring a unique blend of talent and energy through working together to deliver unrivalled innovative solution to our customer Through our Technology in Geoscience and customer focus we have achieved outstanding leadership with a strong focus on innovation and to delivering the best sustainable solution to our client energy challenge We bring our client a unique range of technology and service designed to generate stunning 3D image geological data and remote sensing information of the Earth s subsurface structure Job Description Part of our Team We are looking for experienced and talented individual to join our largest European centre based in South-East England operating across a diverse global market with high profile international customer As a Machine Learning engineer you ll play a vital role in development of our processing and imaging technique You will work closely with researcher the software development group and the scientist in our seismic imaging team to implement deep learning solution You will be working with our Geoscientists to validate the potential opportunity for machine learning technique prepare data for training and testing designing the model training the model and deploying in production As an integral member of our imaging team we highly of idea and drive in the generation of to maintain our outstanding leadership position for technology and service delivery in the market place Qualifications You are likely to be working towards a PHD degree or an MSc in any of the following discipline but and experience will Computer Science Mathematics Physics or similar Key Skills Competencies A passion and aptitude for programming technology and enthusiasm for analytical and problem solving challenge Strong experience in developing and debugging in Python and preferably at least one of other main language C C java Proven experience with deep learning framework and usage of DL library TensorFlow Pytorch Proficiency to design build test and support innovative solution The ability to define and manage project deadline The ability to balance workload across a wide variety of project To keep all stakeholder regularly informed on progress To innovate and have fun and generation of idea which lead to enhancement of our workflow An enthusiastic attitude towards learning and flexibility to adapt to new challenge or change in direction Please include letter with your application Additional Information Learning and Development Our culture of learning approach to supported or self-guided career development enables the design of to suit specific of each individual to aid personal growth in area related to and personal skill via an extensive suite of CGG managed through our own CGG University platform Benefits Package Competitive starting salary Highly attractive bonus scheme Initially 22 day holiday with future by a flexible buying and selling holiday program pension plan assistance program Flexible Private Medical Dental care program tailored to suit individual or family Employee Assistance Program to support our staff We Care about our Staff and Environment We the importance of work life balance for our employee which is supported through our flexible working and relaxed policy We and actively support the wellbeing of our staff through many different initiative Onsite exercise class and promoting active lifestyle Our restaurant offering great food and a highly effective social and work space Regular social club event spontaneous reward event throughout the year Many scheme including Gym membership and a cycle purchase scheme We and actively support a strong sense through volunteering and initiative a well a a commitment to protecting our environment through sustainable solution energy saving and waste reduction enterprise I m interested ,Tue Nov 24 14:14:40 2020,"title:(machine, learning)",,,,,134.0,Crawley,2020-11-24
174,GCS Recruitment Specialists Ltd,Data Scientist | Machine Learning | Python | Contract | London,Data Scientist Python Tensorflow Pytorch AI Machine Learning Contract London GCS are looking for a Data Scientist who ha a strong understanding of Python you will be working on machine learning project You will be working on a 12 on greenfield project with a global looking to start ASAP Please see below for what we re looking for Working experience acting a data scientistA solid understanding of Python ideally having used up to version 3 5 or laterYou will have used or at least some kind of exposure to technology such a Tensorflow Pytorch NLP or OpenCV for exampleYou will ideally have worked in AI Machine Learning project beforeYou will ideally have worked with cloud based system such a Azure AWS or GCP although this is not essential so please do still apply if you haven t This is an urgent requirement looking to start ASAP with a one stage face to face interview taking place this week we can wait for notice period of up to 2 week If you re suitable please send an updated CV ASAP to or alternatively please call me on Show phone number and I can give you further info Data Scientist Python Tensorflow Pytorch AI Machine Learning Contract London GCS Computer Recruitment Services is acting a an Employment Business in relation to this vacancy ,Tue Nov 24 14:14:46 2020,"title:(machine, learning)",,551.0,75.48,D,2.0,London,2020-11-24
175,Arm,Research Intern 2021 - Machine Learning,Research Internships 2021 ML Arm is the industry s leading supplier of microprocessor technology providing efficient low-power chip intelligence making electronic to life Through our partner our design power everything machine to the fastest in the world Do you want to work on technology that enriches the life of over 70 of the world s population Our internship programme is now open for application We want to hear from curious and enthusiastic candidate interested in working with u on the future generation About Arm and Arm Research Arm play a key role in our world Every year more than 20 billion product featuring Arm technology are Our engineer design and develop CPUs graphic system technology supporting software development tool and physical library At Arm Research we develop new technology that can grow into new business opportunity We keep Arm up to speed with recent technological development by pursuing blue-sky research with academia and integrating emerging technology into the wider Arm ecosystem Our research a wide range of field from mobile and to server cloud and Our work and our researcher span a diverse range from circuit to science We all share a passion for learning and creating About the machine learning group and our work Arm s Machine Learning Research Lab delivers underlying ML technology that enables current and emerging application across the full ML landscape from data centre to IoT Our research provides the building block to deliver industry-leading hardware and software solution to Arm s partner Our Cambridge ML team focus on Probabilistic ML with research thread investigating Gaussian Processes and Bayesian method and how to train optimise and accelerate them We research optimisation for ML workload MLIR self-supervised learning distributed and adaptive learning and data for We deliver model algorithm library optimization based analysis network architecture search NAS tool idea for instruction set architecture ISA and accelerator architecture We are looking for intern to work with u in key application area like autonomous driving vision CV object detection and tracking motion planning and simultaneous localisation and mapping SLAM As a team we are very interested in researching and developing ML technique that translate into real product and application our intern will help u determine which aspect of fundamental ML technology will be meaningful to next generation application Education Our intern typically pursue Masters or PhD degree or post-docs in machine learning science data science engineering or with a of machine learning but we application from any field of study if you are motivated and feel your unique skill are relevant to what we do We will your application if you are pursuing an undergraduate or bachelor s degree and have relevant project or work experience Skills and ExperienceHands-on experience investigating foundational Machine Learning technology including algorithm model training optimizationDeep understanding of machine learning deep learning CNN track of research in advanced topic of machine learning e g Bayesian inference Reinforcement Learning Federated Learning etc Good ML framework Scikit-learn TensorFlow PyTorch GPflow Pyro etc and strong programming skillsPublication at ML such a NeurIPS ICML ICLR CVPR ICCV ICRA SysML ISCA HPCA IEEE Hot Chips will be a plusUnderstanding of CPU GPU and NN accelerator micro-architecture is a plus Our internship and how to apply We invite you to apply for an internship if your research interest align with ours and are enthusiastic about the type of work we do As an Arm Research intern you will get a first-hand view of how Arm craft it technology and maintains an ecosystem of more than one thousand partner that have shipped over 170 billion Arm-powered processor We will work closely with you to develop an internship project that is tailored to your interest Our internship are three month long with flexible start date We support and development opportunity a well a flexibility to decide how project task You will work alongside experienced researcher within a specific team and also the wider research group doing real project task We believe in developing talent for the future so we seek to offer many of our intern a graduate position once they have finished their study Please provide note with your application include some information about what you are interested in and the kind of project you would like to work on If you have a clear idea about the work you want to do include it in your letter It is okay not to be 100 sure Tell u about your study and what you enjoy and we will try to find the right fit for you Arm Research that diverse and inclusive team generate exceptional idea and innovation critical to an outstanding research organization s success We do not discriminate because of race religion national origin gender sexual orientation age marital status veteran status or disability status At Arm we are guided by belief that reflect our rare culture and guide our decision defining how we work together to defy ordinary and shape extraordinary We not I Take daily responsibility to make the Global thrive No individual owns the right answer Brilliance Information is crucial share it Realise that we win when and that everyone miss out when we don t Passion for progress Our difference are our strength Widen and mix up your network Difficult thing can take unexpected direction Stick with it Make positive and expansive not negative and narrow The essence of progress is that it can t stop Grow with it and own your own progress Be your brilliant self Be quirky not egocentric the power in saying I don t know Make trust our default position Hold strong opinion lightly Arm is an equal opportunity to providing an environment of mutual respect where equal opportunity are available to all applicant We are a diverse organization of dedicated and innovative individual and don t discriminate on the basis of any characteristic ,Tue Nov 24 14:14:52 2020,"title:(machine, learning)",,,,,59.0,Cambridge,2020-11-24
176,GenomeKey,Machine Learning Engineer,36 000 40 000 salary plus benefit including share optionsAssist the research and development of GenomeKey s genomic deep learning technologyFull time role anticipated January-March 2021 start dateThe CompanyGenomeKey is a Bristol-based biotech startup developing a point-of-care in-vitro diagnostic device based on next-generation sequencing and machine learning that will reduce the time taken to determine how to treat sepsis from day to only hour Our whole genome sequencing novel sample preparation and machine learning to deliver result at an accuracy and Our diagnostic device will rapidly identify the bacteria affecting the patient and which antibiotic will be effective This save life save money and save our last antibiotic for when we really need them We are looking to hire an self-sufficient machine learning engineer to develop GenomeKey s deep learning approach to interpreting bacterial genomics You will be joining a an early employee of where your idea creativity and scientific excellence will play a big role in the long term trajectory of individual with a broad range of expertise and experience diverse career and background As an equal we endeavor to anonymise application and strip them of any protected information prior to review ResponsibilitiesThe successful candidate will join our small development team reporting directly to C-level management They will be responsible for working with the lead machine learning researcher to innovate unique and proprietary machine learning solution to progress our state of the art antibiotic resistance analysis technology This is an exciting opportunity for a creative candidate to be able to work at the forefront science and biotechnology to saving life through healthcare solution Responsibilities include Working with a machine learning researcher to innovate novel solution Analysis of experimental data and result with a ML researcher to innovate new research strategy for the team Application of machine learning technology to antimicrobial resistance analysis Key technique include deep learning Tensorflow Keras Python and signal processing Working closely with the machine learning researcher to progress idea into production level integration and towards grant application Person SpecificationA good candidate will have a passion for creating and implementing novel algorithm and developing them solution They will have an enthusiasm for applying fundamental scientific principle to innovative problem solving They will embrace working within a mixed scientific team of biologist scientist to develop new medical technology The candidate will have skill able to idea at varying level of technical depth A good candidate will desire to work in a startup ecosystem embracing learning on the job and adapting to new challenge Technical Qualifications ExperienceApplicants should aim to meet the majority of the following skill and experience however candidate with varied technical background will a strong deep learning background with experience in implementationA Master s in a scientific discipline such a Mathematics Physics Biology or Computer ScienceBe experienced in software engineering fluent in high level programming language in particular PythonExperience developing and reviewing production level machine to write technical documentation paper review and note and deliver technical information in a digestible formatExperience developing testing and proving new hypothesesAbility to live and work in the UK and willingness to travel to BristolDesirable A Masters or PhD in machine learningAn understanding of such a DNA genome cell and bacteriaExperience with Linux software development tool like Git or other VCSIndustry experience working with machine learning development and applicationEvidence of using software development best practice where or experience of cloud technology like AWS and Google CloudCompany BenefitsGenomeKey is a startup which offer the following employment benefit Competitive salary dependent on experienceEmployee share option first flexible working hoursHigh end work laptop and monitor to your personal development in a growing startupJob Types Full-time PermanentSalary 36 000 00 40 000 00 per yearBenefits Company eventsCompany pensionFlexible from to FridayWork remotely Yes always ,Tue Nov 24 14:14:57 2020,"title:(machine, learning)",,40000.0,21.07,Y,,Bristol,2020-11-24
177,Metrica Recruitment,Machine Learning Engineer,The Company Recently named one of Britain s fastest growing tech firm are at the forefront of data and technology in the fashion retail space Using fashion-specific AI expert and proprietary data they are looking to deliver a platform that can offer client the ability to customer behaviour and fashion trend to optimise and personalise shopping journey The Role With machine learning at of what the business is about they are now looking to hire an exceptional machine learning expert to work closely with their well-established team of Data Scientists and Analysts in implementing state of the art algorithm This role offer the chance to work with vast data set applying data-mining graph analysis and machine learning technique for a variety of customer-centric modelling and reference problem You would be working with machine learning tool with the opportunity to use a multitude of software package including Python R C C and MATLAB Essential Skills A technical degree from a reputable university 2 year experience a a programmer Experience in implementing machine learning algorithm Experience using multiple software package such a Python R C C and Java Job Owner d prosser ,Tue Nov 24 14:15:03 2020,"title:(machine, learning)",,60000.0,31.61,Y,,London,2020-11-24
178,GCS Recruitment Specialists Ltd,Computer Vision Machine Learning Engineer,Senior Computer Vision Machine Learning Engineer London 60 000 70 000 I am looking for a Senior Computer Vision Engineer to help my client scale several product deployed across the rail industry You will work closely with the CEO COO to plan roadmaps and then work with their further engineering team to build and deploy our Computer Vision product in live railway environment At least 3 year of experience vision technology 1 can be in research and development experience in academia and 2 in the industry Experience in data cleansing analysis wrangling aggregation and visualisation with Python vision library such a OpenCV and numpy 2 year Deep learning implementation expertise TensorFlow PyTorch MxNet etc 2 year Experience with Neural Networks Object Subtraction People Detection and Tracking is seen a a bonus of handling large datasets and video file Understanding how to perform exploratory data analysis Good mathematical ability skill with Python 3 year and C C 1 year To apply for this Senior Computer Vision Engineer position please apply through the application link or email me your CV at Tags Python C C Tensorflow PyTorch Numpy OpenCV Machine Learning Computer Vision Rail Neural deep learning GCS Computer Recruitment Services is acting a an Employment Agency in relation to this vacancy ,Tue Nov 24 14:15:09 2020,"title:(machine, learning)",,70000.0,36.88,Y,2.0,London,2020-11-24
179,Harnham,Senior Software Engineer - Machine Learning,SENIOR SOFTWARE ENGINEER MACHINE LEARNING UP TO 80 000 BENEFITS CENTRAL LONDON Do you want to work a a Machine Learning Software Engineer for an exciting start-up in the health-tech space THE COMPANY As a Senior Software Engineer you will be setting up the infrastructure from inception to production for an exciting bio-tech platform They are a growing global team who have secured several round of funding and are the market leader in this space THE ROLE The role of Senior Software Engineer involves producing production and accelerating the entire machine learning infrastructure Specifically you can expect to be involved in the following You will be driving and developing scalable solution for the platform You will work closely with engineer and scientist while leveraging software engineering best practice You will be designing and implementing pattern algorithm and data structure You will be fluent in Python YOUR SKILLS AND EXPERIENCE The successful Senior Software Engineer will have the following skill and experience Educated to Master s level in Computer Science Engineering Electronics Mathematics Physics Statistics or other relevant highly quantitative discipline Extensive experience a a Software Engineer Commercial experience a a software engineer THE BENEFITS The successful Senior Software Engineer will receive a salary dependent on experience between 80 000 HOW TO APPLY Please register your interest by sending your CV to Francesca Curtis via the Apply link on this page ,Tue Nov 24 14:15:14 2020,"title:(machine, learning)",,80000.0,42.15,Y,9.0,London,2020-11-24
180,University of Southampton,ESRC South Coast DTP Studentship - How to make machine learning for credit scoring fair (S2144),SCDTP-S2144 How to make machine learning for scoring fair A fully funded studentship awarded by the Economic and Social Research Council ESRC South Coast Doctoral Training Partnership in 2021 22 Academic Year At the heart of today s debate around bias and fairness in algorithmic decision making lie a about whether the accuracy gain enabled by machine learning method at the expense of discriminating against certain group The aim of this project is to develop novel method to ensure the fairness scoring used by lender to determine access to The project will investigate technique to debias the data novel optimisation solution to maximise fairness of machine learning algorithm and how to detect and adjust post-implementation bias The PhD candidate will be given access to a large dataset to empirically test new technique Supervisory Team Professor Christophe Mues Southampton Business School SBS who ha published extensively on machine learning application to scoring and Dr Huan Yu SBS whose research interest include operational research decision making under uncertainty machine learning and causal inference Skills Required a a degree in business analytics operation research mathematics science b analytical optimisation and or software programming skill c a passion for advanced methodological research with direct societal benefit to improve fair access to Funding South Coast DTP Funding provides an annual maintenance grant tax free of 15285 2020 21 UKRI rate plus payment of programme fee Other funding available for SCDTP funded student can be found on the SCDTP website Funding is provided for 3 year full-time PhD study pro-rata for part-time student Applications for 1 3 funding for a Master s year prior to of PhD study are also detail available at Application The closing date and time for application is 4 00pm on 18th January 2021 The full application the funding application form and more information on the South Coast Doctoral Training Partnership can be found at For further information about this project the lead supervisor detailed above For question relating to the application or for more information about the SCDTP please visit the SCDTP website u at Email detail to a friend ,Tue Nov 24 14:15:20 2020,"title:(machine, learning)",,15285.0,8.05,Y,124.0,Southampton,2020-11-24
181,BAE Systems Applied Intelligence,Principal Research Scientist: Machine Learning,Role Summary BAE Systems Applied Intelligence Laboratories is seeking to recruit researcher to join our rapidly expanding Data Research group We are looking for candidate who are adaptable enthusiastic and highly You should have existing skill in Artificial Intelligence or neural net based Machine Learning and will need to be a proficient programmer preferably in Python You will have the opportunity to work on a wide range of Data science research topic for customer across the defence security sector You will also have the opportunity to forge strong link with Academic partner Candidates will have the opportunity to mix technical challenge with customer-facing and project support task In addition to a solid academic background and excellent written and skill we are interested in candidate with experience applying AI ML in discipline such a autonomy tracking RF EW logistics and acoustic processing Typical Responsibilities Conduct novel research in given topic area often in partnership with leading UK Universities Develop prototype and proof demonstrator Take ownership of task in project and deliver to challenging standard Work effectively both on self-directed project and in larger project team Preparation of technical report and technical proposal Skills and Experience PhD qualified in a relevant discipline with several year post doctoral experience in the application of AI ML technique Of particular interest are candidate with experience in the domain of tracking RF or EW Pattern of life analytics Autonomy Logistics Acoustic processing Appetite for working in a secure environment is desirable but not essential Experience in software development in any of the following Java Python Experience with ML framework TensorFlow Theano scikit-learn is essential BAE Systems is an equal opportunity employer We value diversity and application from candidate from all background We particularly application from section of which are currently under-represented at BAE Systems including woman BAME and applicant with disability Please note we will not use any personal information relating to your background at any stage of the application process Inspiring Work Inspiring Peopl About BAE Systems Applied Intelligence We use our intelligence-led insight to help defend Governments Nations and Societies from cyber-attacks and financial crime Our customer depend on our evolving capability to help them safely grow their organisation Our access to threat intelligence world-leading analyst and market-leading technology mean we can help them to adapt evolve and stay ahead of the criminal Division overview Capabilities At BAE Systems Applied Intelligence we pride ourselves in being a leader in the cyber defence industry and Capabilities is the engine that keep the business moving forward It is the largest area of Applied our Engineering Consulting and Project Management team that design and implement the defence solution and digital transformation project that make u a globally brand in both the public and private sector As a member of the Capabilities team you will be creating and managing the solution that earn u our place in an ever changing digital world We all have a role to play in defending our client and this is yours Diversity and inclusion are integral to the success of BAE Systems Applied Intelligence We are proud to have an organisational culture where employee with varying perspective skill life experience and background the best and brightest mind can work together to achieve excellence and realise individual and organisational potential We also discussion about flexible working ,Tue Nov 24 14:15:25 2020,"title:(machine, learning)",,,,,93.0,Great Baddow,2020-11-24
